cn8,hs12
85299092,950691
85299092,950699
85299097,841311
85299097,841319
85299097,841320
85299097,841330
85299097,841340
85299097,841350
85299097,841360
85299097,841370
85299097,841381
85299097,841382
85299097,841391
85299097,841392
85299097,841410
85299097,841420
85299097,841430
85299097,841440
85299097,841451
85299097,841459
85299097,841460
85299097,841480
85299097,841490
85299097,841510
85299097,841520
85299097,841581
85299097,841582
85299097,841583
85299097,841590
85299097,841710
85299097,841720
85299097,841780
85299097,841790
85299097,841810
85299097,841821
85299097,841829
85299097,841830
85299097,841840
85299097,841850
85299097,841861
85299097,841869
85299097,841891
85299097,841899
85299097,841911
85299097,841919
85299097,841920
85299097,841931
85299097,841932
85299097,841939
85299097,841940
85299097,841950
85299097,841960
85299097,841981
85299097,841989
85299097,841990
85299097,842111
85299097,842112
85299097,842119
85299097,842121
85299097,842122
85299097,842123
85299097,842129
85299097,842131
85299097,842139
85299097,842191
85299097,842199
85299097,842211
85299097,842219
85299097,842220
85299097,842230
85299097,842240
85299097,842290
85299097,842310
85299097,842320
85299097,842330
85299097,842381
85299097,842382
85299097,842389
85299097,842390
85299097,842410
85299097,842420
85299097,842430
85299097,842481
85299097,842489
85299097,842490
85299097,843110
85299097,843120
85299097,843131
85299097,843139
85299097,843141
85299097,843142
85299097,843143
85299097,843149
85299097,843610
85299097,843621
85299097,843629
85299097,843680
85299097,843691
85299097,843699
85299097,843810
85299097,843820
85299097,843830
85299097,843840
85299097,843850
85299097,843860
85299097,843880
85299097,843890
85299097,844110
85299097,844120
85299097,844130
85299097,844140
85299097,844180
85299097,844190
85299097,844311
85299097,844312
85299097,844313
85299097,844314
85299097,844315
85299097,844316
85299097,844317
85299097,844319
85299097,844331
85299097,844332
85299097,844339
85299097,844391
85299097,844399
85299097,844811
85299097,844819
85299097,844820
85299097,844831
85299097,844832
85299097,844833
85299097,844839
85299097,844842
85299097,844849
85299097,844851
85299097,844859
85299097,845011
85299097,845012
85299097,845019
85299097,845020
85299097,845090
85299097,845110
85299097,845121
85299097,845129
85299097,845130
85299097,845140
85299097,845150
85299097,845180
85299097,845190
85299097,845210
85299097,845221
85299097,845229
85299097,845230
85299097,845290
85299097,846610
85299097,846620
85299097,846630
85299097,846691
85299097,846692
85299097,846693
85299097,846694
85299097,847310
85299097,847321
85299097,847329
85299097,847330
85299097,847340
85299097,847350
85299097,847510
85299097,847521
85299097,847529
85299097,847590
85299097,847621
85299097,847629
85299097,847681
85299097,847689
85299097,847690
85299097,847710
85299097,847720
85299097,847730
85299097,847740
85299097,847751
85299097,847759
85299097,847780
85299097,847790
85299097,847810
85299097,847890
85299097,847910
85299097,847920
85299097,847930
85299097,847940
85299097,847950
85299097,847960
85299097,847971
85299097,847979
85299097,847981
85299097,847982
85299097,847989
85299097,847990
85299097,848610
85299097,848620
85299097,848630
85299097,848640
85299097,848690
85299097,850300
85299097,850410
85299097,850421
85299097,850422
85299097,850423
85299097,850431
85299097,850432
85299097,850433
85299097,850434
85299097,850440
85299097,850450
85299097,850490
85299097,850811
85299097,850819
85299097,850860
85299097,850870
85299097,850940
85299097,850980
85299097,850990
85299097,851010
85299097,851020
85299097,851030
85299097,851090
85299097,851210
85299097,851220
85299097,851230
85299097,851240
85299097,851290
85299097,851410
85299097,851420
85299097,851430
85299097,851440
85299097,851490
85299097,851610
85299097,851621
85299097,851629
85299097,851631
85299097,851632
85299097,851633
85299097,851640
85299097,851650
85299097,851660
85299097,851671
85299097,851672
85299097,851679
85299097,851680
85299097,851690
85299097,851711
85299097,851712
85299097,851718
85299097,851761
85299097,851762
85299097,851769
85299097,851770
85299097,851810
85299097,851821
85299097,851822
85299097,851829
85299097,851830
85299097,851840
85299097,851850
85299097,851890
85299097,852210
85299097,852290
85299097,852910
85299097,852990
85299097,853010
85299097,853080
85299097,853090
85299097,853110
85299097,853120
85299097,853180
85299097,853190
85299097,853810
85299097,853890
85299097,854310
85299097,854320
85299097,854330
85299097,854370
85299097,854390
85299097,854810
85299097,854890
85299097,860711
85299097,860712
85299097,860719
85299097,860721
85299097,860729
85299097,860730
85299097,860791
85299097,860799
85299097,870810
85299097,870821
85299097,870829
85299097,870830
85299097,870840
85299097,870850
85299097,870870
85299097,870880
85299097,870891
85299097,870892
85299097,870893
85299097,870894
85299097,870895
85299097,870899
85299097,871410
85299097,871420
85299097,871491
85299097,871492
85299097,871493
85299097,871494
85299097,871495
85299097,871496
85299097,871499
85299097,871610
85299097,871620
85299097,871631
85299097,871639
85299097,871640
85299097,871680
85299097,871690
85299097,880310
85299097,880320
85299097,880330
85299097,880390
85299097,880510
85299097,880521
85299097,880529
85299097,900510
85299097,900580
85299097,900590
85299097,900610
85299097,900630
85299097,900640
85299097,900651
85299097,900652
85299097,900653
85299097,900659
85299097,900661
85299097,900669
85299097,900691
85299097,900699
85299097,900710
85299097,900720
85299097,900791
85299097,900792
85299097,900850
85299097,900890
85299097,901010
85299097,901050
85299097,901060
85299097,901090
85299097,901110
85299097,901120
85299097,901180
85299097,901190
85299097,901210
85299097,901290
85299097,901310
85299097,901320
85299097,901380
85299097,901390
85299097,901410
85299097,901420
85299097,901480
85299097,901490
85299097,901510
85299097,901520
85299097,901530
85299097,901540
85299097,901580
85299097,901590
85299097,901710
85299097,901720
85299097,901730
85299097,901780
85299097,901790
85299097,901811
85299097,901812
85299097,901813
85299097,901814
85299097,901819
85299097,901820
85299097,901831
85299097,901832
85299097,901839
85299097,901841
85299097,901849
85299097,901850
85299097,901890
85299097,901910
85299097,901920
85299097,902000
85299097,902110
85299097,902121
85299097,902129
85299097,902131
85299097,902139
85299097,902140
85299097,902150
85299097,902190
85299097,902212
85299097,902213
85299097,902214
85299097,902219
85299097,902221
85299097,902229
85299097,902230
85299097,902290
85299097,902300
85299097,902410
85299097,902480
85299097,902490
85299097,902511
85299097,902519
85299097,902580
85299097,902590
85299097,902610
85299097,902620
85299097,902680
85299097,902690
85299097,902710
85299097,902720
85299097,902730
85299097,902750
85299097,902780
85299097,902790
85299097,902810
85299097,902820
85299097,902830
85299097,902890
85299097,902910
85299097,902920
85299097,902990
85299097,903010
85299097,903020
85299097,903031
85299097,903032
85299097,903033
85299097,903039
85299097,903040
85299097,903082
85299097,903084
85299097,903089
85299097,903090
85299097,903110
85299097,903120
85299097,903141
85299097,903149
85299097,903180
85299097,903190
85299097,903210
85299097,903220
85299097,903281
85299097,903289
85299097,903290
85299097,903300
85299097,950300
85299097,950420
85299097,950430
85299097,950440
85299097,950450
85299097,950490
85299097,950510
85299097,950590
85299097,950611
85299097,950612
85299097,950619
85299097,950621
85299097,950629
85299097,950631
85299097,950632
85299097,950639
85299097,950640
85299097,950651
85299097,950659
85299097,950661
85299097,950662
85299097,950669
85299097,950670
85299097,950691
85299097,950699
85301000,853010
85308000,853080
85309000,853090
85311030,853110
85311095,853110
85312020,853120
85312040,853120
85312095,853120
85318040,853180
85318070,853180
85319000,853190
85321000,853210
85322100,853221
85322200,853222
85322300,853223
85322400,853224
85322500,853225
85322900,853229
85323000,853230
85329000,853290
85331000,853310
85332100,853321
85332900,853329
85333100,853331
85333900,853339
85334010,853340
85334090,853340
85339000,853390
85340011,853400
85340019,853400
85340090,853400
85351000,853510
85352100,853521
85352900,853529
85353010,853530
85353090,853530
85354000,853540
85359000,853590
85361010,853610
85361050,853610
85361090,853610
85362010,853620
85362090,853620
85363010,853630
85363030,853630
85363090,853630
85364110,853641
85364190,853641
85364900,853649
85365003,853650
85365005,853650
85365007,853650
85365011,853650
85365015,853650
85365019,853650
85365080,853650
85366110,853661
85366190,853661
85366910,853669
85366930,853669
85366990,853669
85367000,853670
85369001,853690
85369010,853690
85369040,853690
85369095,853690
85371010,853710
85371091,853710
85371095,853710
85371098,853710
85372091,853720
85372099,853720
85381000,853810
85389011,853890
85389019,853890
85389091,853890
85389099,853890
85391000,853910
85392130,853921
85392192,853921
85392198,853921
85392210,853922
85392290,853922
85392930,853929
85392992,853929
85392998,853929
85393110,853931
85393190,853931
85393220,853932
85393290,853932
85393920,853939
85393980,853939
85394100,853941
85394900,853949
85395100,853990
85395100,854370
85395100,940510
85395100,940520
85395100,940530
85395100,940540
85395200,854370
85399010,853990
85399010,854390
85399010,940599
85399090,853990
85399090,854390
85399090,940599
85401100,854011
85401200,854012
85402010,854020
85402080,854020
85404000,854040
85406000,854060
85407100,854071
85407900,854079
85408100,854081
85408900,854089
85409100,854091
85409900,854099
85411000,854110
85412100,854121
85412900,854129
85413000,854130
85414100,854140
85414200,854140
85414300,854140
85414900,854140
85415100,842211
85415100,842219
85415100,842220
85415100,842230
85415100,842240
85415100,842290
85415100,843110
85415100,843120
85415100,843131
85415100,843139
85415100,843141
85415100,843142
85415100,843143
85415100,843149
85415100,844311
85415100,844312
85415100,844313
85415100,844314
85415100,844315
85415100,844316
85415100,844317
85415100,844319
85415100,844331
85415100,844332
85415100,844339
85415100,844391
85415100,844399
85415100,845011
85415100,845012
85415100,845019
85415100,845020
85415100,845090
85415100,846610
85415100,846620
85415100,846630
85415100,846691
85415100,846692
85415100,846693
85415100,846694
85415100,847310
85415100,847321
85415100,847329
85415100,847330
85415100,847340
85415100,847350
85415100,847621
85415100,847629
85415100,847681
85415100,847689
85415100,847690
85415100,850410
85415100,850421
85415100,850422
85415100,850423
85415100,850431
85415100,850432
85415100,850433
85415100,850434
85415100,850440
85415100,850450
85415100,850490
85415100,851711
85415100,851712
85415100,851718
85415100,851761
85415100,851762
85415100,851769
85415100,851770
85415100,851810
85415100,851821
85415100,851822
85415100,851829
85415100,851830
85415100,851840
85415100,851850
85415100,851890
85415100,852210
85415100,852290
85415100,852910
85415100,852990
85415100,853010
85415100,853080
85415100,853090
85415100,853110
85415100,853120
85415100,853180
85415100,853190
85415100,853510
85415100,853521
85415100,853529
85415100,853530
85415100,853540
85415100,853590
85415100,853610
85415100,853620
85415100,853630
85415100,853641
85415100,853649
85415100,853650
85415100,853661
85415100,853669
85415100,853670
85415100,853690
85415100,853710
85415100,853720
85415100,853810
85415100,853890
85415100,854310
85415100,854320
85415100,854330
85415100,854370
85415100,854390
85415100,854810
85415100,854890
85415100,902511
85415100,902519
85415100,902580
85415100,902590
85415100,902610
85415100,902620
85415100,902680
85415100,902690
85415100,903010
85415100,903020
85415100,903031
85415100,903032
85415100,903033
85415100,903039
85415100,903040
85415100,903082
85415100,903084
85415100,903089
85415100,903090
85415100,903110
85415100,903120
85415100,903141
85415100,903149
85415100,903180
85415100,903190
85415100,903210
85415100,903220
85415100,903281
85415100,903289
85415100,903290
85415100,903300
85415100,930510
85415100,930520
85415100,930591
85415100,930599
85415100,930621
85415100,930629
85415100,930630
85415100,930690
85415100,950420
85415100,950430
85415100,950440
85415100,950450
85415100,950490
85415900,842211
85415900,842219
85415900,842220
85415900,842230
85415900,842240
85415900,842290
85415900,843110
85415900,843120
85415900,843131
85415900,843139
85415900,843141
85415900,843142
85415900,843143
85415900,843149
85415900,844311
85415900,844312
85415900,844313
85415900,844314
85415900,844315
85415900,844316
85415900,844317
85415900,844319
85415900,844331
85415900,844332
85415900,844339
85415900,844391
85415900,844399
85415900,845011
85415900,845012
85415900,845019
85415900,845020
85415900,845090
85415900,846610
85415900,846620
85415900,846630
85415900,846691
85415900,846692
85415900,846693
85415900,846694
85415900,847310
85415900,847321
85415900,847329
85415900,847330
85415900,847340
85415900,847350
85415900,847621
85415900,847629
85415900,847681
85415900,847689
85415900,847690
85415900,850410
85415900,850421
85415900,850422
85415900,850423
85415900,850431
85415900,850432
85415900,850433
85415900,850434
85415900,850440
85415900,850450
85415900,850490
85415900,851711
85415900,851712
85415900,851718
85415900,851761
85415900,851762
85415900,851769
85415900,851770
85415900,851810
85415900,851821
85415900,851822
85415900,851829
85415900,851830
85415900,851840
85415900,851850
85415900,851890
85415900,852210
85415900,852290
85415900,852910
85415900,852990
85415900,853010
85415900,853080
85415900,853090
85415900,853110
85415900,853120
85415900,853180
85415900,853190
85415900,853510
85415900,853521
85415900,853529
85415900,853530
85415900,853540
85415900,853590
85415900,853610
85415900,853620
85415900,853630
85415900,853641
85415900,853649
85415900,853650
85415900,853661
85415900,853669
85415900,853670
85415900,853690
85415900,853710
85415900,853720
85415900,853810
85415900,853890
85415900,854310
85415900,854320
85415900,854330
85415900,854370
85415900,854390
85415900,854810
85415900,854890
85415900,902511
85415900,902519
85415900,902580
85415900,902590
85415900,902610
85415900,902620
85415900,902680
85415900,902690
85415900,903010
85415900,903020
85415900,903031
85415900,903032
85415900,903033
85415900,903039
85415900,903040
85415900,903082
85415900,903084
85415900,903089
85415900,903090
85415900,903110
85415900,903120
85415900,903141
85415900,903149
85415900,903180
85415900,903190
85415900,903210
85415900,903220
85415900,903281
85415900,903289
85415900,903290
85415900,903300
85415900,930510
85415900,930520
85415900,930591
85415900,930599
85415900,930621
85415900,930629
85415900,930630
85415900,930690
85415900,950420
85415900,950430
85415900,950440
85415900,950450
85415900,950490
85416000,854160
85419000,854190
85423111,842211
85423111,842219
85423111,842220
85423111,842230
85423111,842240
85423111,842290
85423111,843110
85423111,843120
85423111,843131
85423111,843139
85423111,843141
85423111,843142
85423111,843143
85423111,843149
85423111,844311
85423111,844312
85423111,844313
85423111,844314
85423111,844315
85423111,844316
85423111,844317
85423111,844319
85423111,844331
85423111,844332
85423111,844339
85423111,844391
85423111,844399
85423111,845011
85423111,845012
85423111,845019
85423111,845020
85423111,845090
85423111,846610
85423111,846620
85423111,846630
85423111,846691
85423111,846692
85423111,846693
85423111,846694
85423111,847310
85423111,847321
85423111,847329
85423111,847330
85423111,847340
85423111,847350
85423111,847621
85423111,847629
85423111,847681
85423111,847689
85423111,847690
85423111,850410
85423111,850421
85423111,850422
85423111,850423
85423111,850431
85423111,850432
85423111,850433
85423111,850434
85423111,850440
85423111,850450
85423111,850490
85423111,851711
85423111,851712
85423111,851718
85423111,851761
85423111,851762
85423111,851769
85423111,851770
85423111,851810
85423111,851821
85423111,851822
85423111,851829
85423111,851830
85423111,851840
85423111,851850
85423111,851890
85423111,852210
85423111,852290
85423111,852910
85423111,852990
85423111,853010
85423111,853080
85423111,853090
85423111,853110
85423111,853120
85423111,853180
85423111,853190
85423111,853510
85423111,853521
85423111,853529
85423111,853530
85423111,853540
85423111,853590
85423111,853610
85423111,853620
85423111,853630
85423111,853641
85423111,853649
85423111,853650
85423111,853661
85423111,853669
85423111,853670
85423111,853690
85423111,853710
85423111,853720
85423111,853810
85423111,853890
85423111,854231
85423111,854310
85423111,854320
85423111,854330
85423111,854370
85423111,854390
85423111,854810
85423111,854890
85423111,902511
85423111,902519
85423111,902580
85423111,902590
85423111,902610
85423111,902620
85423111,902680
85423111,902690
85423111,903010
85423111,903020
85423111,903031
85423111,903032
85423111,903033
85423111,903039
85423111,903040
85423111,903082
85423111,903084
85423111,903089
85423111,903090
85423111,903110
85423111,903120
85423111,903141
85423111,903149
85423111,903180
85423111,903190
85423111,903210
85423111,903220
85423111,903281
85423111,903289
85423111,903290
85423111,903300
85423111,930510
85423111,930520
85423111,930591
85423111,930599
85423111,930621
85423111,930629
85423111,930630
85423111,930690
85423111,950420
85423111,950430
85423111,950440
85423111,950450
85423111,950490
85423119,842211
85423119,842219
85423119,842220
85423119,842230
85423119,842240
85423119,842290
85423119,843110
85423119,843120
85423119,843131
85423119,843139
85423119,843141
85423119,843142
85423119,843143
85423119,843149
85423119,844311
85423119,844312
85423119,844313
85423119,844314
85423119,844315
85423119,844316
85423119,844317
85423119,844319
85423119,844331
85423119,844332
85423119,844339
85423119,844391
85423119,844399
85423119,845011
85423119,845012
85423119,845019
85423119,845020
85423119,845090
85423119,846610
85423119,846620
85423119,846630
85423119,846691
85423119,846692
85423119,846693
85423119,846694
85423119,847310
85423119,847321
85423119,847329
85423119,847330
85423119,847340
85423119,847350
85423119,847621
85423119,847629
85423119,847681
85423119,847689
85423119,847690
85423119,850410
85423119,850421
85423119,850422
85423119,850423
85423119,850431
85423119,850432
85423119,850433
85423119,850434
85423119,850440
85423119,850450
85423119,850490
85423119,851711
85423119,851712
85423119,851718
85423119,851761
85423119,851762
85423119,851769
85423119,851770
85423119,851810
85423119,851821
85423119,851822
85423119,851829
85423119,851830
85423119,851840
85423119,851850
85423119,851890
85423119,852210
85423119,852290
85423119,852910
85423119,852990
85423119,853010
85423119,853080
85423119,853090
85423119,853110
85423119,853120
85423119,853180
85423119,853190
85423119,853510
85423119,853521
85423119,853529
85423119,853530
85423119,853540
85423119,853590
85423119,853610
85423119,853620
85423119,853630
85423119,853641
85423119,853649
85423119,853650
85423119,853661
85423119,853669
85423119,853670
85423119,853690
85423119,853710
85423119,853720
85423119,853810
85423119,853890
85423119,854231
85423119,854310
85423119,854320
85423119,854330
85423119,854370
85423119,854390
85423119,854810
85423119,854890
85423119,902511
85423119,902519
85423119,902580
85423119,902590
85423119,902610
85423119,902620
85423119,902680
85423119,902690
85423119,903010
85423119,903020
85423119,903031
85423119,903032
85423119,903033
85423119,903039
85423119,903040
85423119,903082
85423119,903084
85423119,903089
85423119,903090
85423119,903110
85423119,903120
85423119,903141
85423119,903149
85423119,903180
85423119,903190
85423119,903210
85423119,903220
85423119,903281
85423119,903289
85423119,903290
85423119,903300
85423119,930510
85423119,930520
85423119,930591
85423119,930599
85423119,930621
85423119,930629
85423119,930630
85423119,930690
85423119,950420
85423119,950430
85423119,950440
85423119,950450
85423119,950490
85423190,842211
85423190,842219
85423190,842220
85423190,842230
85423190,842240
85423190,842290
85423190,843110
85423190,843120
85423190,843131
85423190,843139
85423190,843141
85423190,843142
85423190,843143
85423190,843149
85423190,844311
85423190,844312
85423190,844313
85423190,844314
85423190,844315
85423190,844316
85423190,844317
85423190,844319
85423190,844331
85423190,844332
85423190,844339
85423190,844391
85423190,844399
85423190,845011
85423190,845012
85423190,845019
85423190,845020
85423190,845090
85423190,846610
85423190,846620
85423190,846630
85423190,846691
85423190,846692
85423190,846693
85423190,846694
85423190,847310
85423190,847321
85423190,847329
85423190,847330
85423190,847340
85423190,847350
85423190,847621
85423190,847629
85423190,847681
85423190,847689
85423190,847690
85423190,850410
85423190,850421
85423190,850422
85423190,850423
85423190,850431
85423190,850432
85423190,850433
85423190,850434
85423190,850440
85423190,850450
85423190,850490
85423190,851711
85423190,851712
85423190,851718
85423190,851761
85423190,851762
85423190,851769
85423190,851770
85423190,851810
85423190,851821
85423190,851822
85423190,851829
85423190,851830
85423190,851840
85423190,851850
85423190,851890
85423190,852210
85423190,852290
85423190,852910
85423190,852990
85423190,853010
85423190,853080
85423190,853090
85423190,853110
85423190,853120
85423190,853180
85423190,853190
85423190,853510
85423190,853521
85423190,853529
85423190,853530
85423190,853540
85423190,853590
85423190,853610
85423190,853620
85423190,853630
85423190,853641
85423190,853649
85423190,853650
85423190,853661
85423190,853669
85423190,853670
85423190,853690
85423190,853710
85423190,853720
85423190,853810
85423190,853890
85423190,854231
85423190,854310
85423190,854320
85423190,854330
85423190,854370
85423190,854390
85423190,854810
85423190,854890
85423190,902511
85423190,902519
85423190,902580
85423190,902590
85423190,902610
85423190,902620
85423190,902680
85423190,902690
85423190,903010
85423190,903020
85423190,903031
85423190,903032
85423190,903033
85423190,903039
85423190,903040
85423190,903082
85423190,903084
85423190,903089
85423190,903090
85423190,903110
85423190,903120
85423190,903141
85423190,903149
85423190,903180
85423190,903190
85423190,903210
85423190,903220
85423190,903281
85423190,903289
85423190,903290
85423190,903300
85423190,930510
85423190,930520
85423190,930591
85423190,930599
85423190,930621
85423190,930629
85423190,930630
85423190,930690
85423190,950420
85423190,950430
85423190,950440
85423190,950450
85423190,950490
85423211,842211
85423211,842219
85423211,842220
85423211,842230
85423211,842240
85423211,842290
85423211,843110
85423211,843120
85423211,843131
85423211,843139
85423211,843141
85423211,843142
85423211,843143
85423211,843149
85423211,844311
85423211,844312
85423211,844313
85423211,844314
85423211,844315
85423211,844316
85423211,844317
85423211,844319
85423211,844331
85423211,844332
85423211,844339
85423211,844391
85423211,844399
85423211,845011
85423211,845012
85423211,845019
85423211,845020
85423211,845090
85423211,846610
85423211,846620
85423211,846630
85423211,846691
85423211,846692
85423211,846693
85423211,846694
85423211,847310
85423211,847321
85423211,847329
85423211,847330
85423211,847340
85423211,847350
85423211,847621
85423211,847629
85423211,847681
85423211,847689
85423211,847690
85423211,850410
85423211,850421
85423211,850422
85423211,850423
85423211,850431
85423211,850432
85423211,850433
85423211,850434
85423211,850440
85423211,850450
85423211,850490
85423211,851711
85423211,851712
85423211,851718
85423211,851761
85423211,851762
85423211,851769
85423211,851770
85423211,851810
85423211,851821
85423211,851822
85423211,851829
85423211,851830
85423211,851840
85423211,851850
85423211,851890
85423211,852210
85423211,852290
85423211,852910
85423211,852990
85423211,853010
85423211,853080
85423211,853090
85423211,853110
85423211,853120
85423211,853180
85423211,853190
85423211,853510
85423211,853521
85423211,853529
85423211,853530
85423211,853540
85423211,853590
85423211,853610
85423211,853620
85423211,853630
85423211,853641
85423211,853649
85423211,853650
85423211,853661
85423211,853669
85423211,853670
85423211,853690
85423211,853710
85423211,853720
85423211,853810
85423211,853890
85423211,854232
85423211,854310
85423211,854320
85423211,854330
85423211,854370
85423211,854390
85423211,854810
85423211,854890
85423211,902511
85423211,902519
85423211,902580
85423211,902590
85423211,902610
85423211,902620
85423211,902680
85423211,902690
85423211,903010
85423211,903020
85423211,903031
85423211,903032
85423211,903033
85423211,903039
85423211,903040
85423211,903082
85423211,903084
85423211,903089
85423211,903090
85423211,903110
85423211,903120
85423211,903141
85423211,903149
85423211,903180
85423211,903190
85423211,903210
85423211,903220
85423211,903281
85423211,903289
85423211,903290
85423211,903300
85423211,930510
85423211,930520
85423211,930591
85423211,930599
85423211,930621
85423211,930629
85423211,930630
85423211,930690
85423211,950420
85423211,950430
85423211,950440
85423211,950450
85423211,950490
85423219,842211
85423219,842219
85423219,842220
85423219,842230
85423219,842240
85423219,842290
85423219,843110
85423219,843120
85423219,843131
85423219,843139
85423219,843141
85423219,843142
85423219,843143
85423219,843149
85423219,844311
85423219,844312
85423219,844313
85423219,844314
85423219,844315
85423219,844316
85423219,844317
85423219,844319
85423219,844331
85423219,844332
85423219,844339
85423219,844391
85423219,844399
85423219,845011
85423219,845012
85423219,845019
85423219,845020
85423219,845090
85423219,846610
85423219,846620
85423219,846630
85423219,846691
85423219,846692
85423219,846693
85423219,846694
85423219,847310
85423219,847321
85423219,847329
85423219,847330
85423219,847340
85423219,847350
85423219,847621
85423219,847629
85423219,847681
85423219,847689
85423219,847690
85423219,850410
85423219,850421
85423219,850422
85423219,850423
85423219,850431
85423219,850432
85423219,850433
85423219,850434
85423219,850440
85423219,850450
85423219,850490
85423219,851711
85423219,851712
85423219,851718
85423219,851761
85423219,851762
85423219,851769
85423219,851770
85423219,851810
85423219,851821
85423219,851822
85423219,851829
85423219,851830
85423219,851840
85423219,851850
85423219,851890
85423219,852210
85423219,852290
85423219,852910
85423219,852990
85423219,853010
85423219,853080
85423219,853090
85423219,853110
85423219,853120
85423219,853180
85423219,853190
85423219,853510
85423219,853521
85423219,853529
85423219,853530
85423219,853540
85423219,853590
85423219,853610
85423219,853620
85423219,853630
85423219,853641
85423219,853649
85423219,853650
85423219,853661
85423219,853669
85423219,853670
85423219,853690
85423219,853710
85423219,853720
85423219,853810
85423219,853890
85423219,854232
85423219,854310
85423219,854320
85423219,854330
85423219,854370
85423219,854390
85423219,854810
85423219,854890
85423219,902511
85423219,902519
85423219,902580
85423219,902590
85423219,902610
85423219,902620
85423219,902680
85423219,902690
85423219,903010
85423219,903020
85423219,903031
85423219,903032
85423219,903033
85423219,903039
85423219,903040
85423219,903082
85423219,903084
85423219,903089
85423219,903090
85423219,903110
85423219,903120
85423219,903141
85423219,903149
85423219,903180
85423219,903190
85423219,903210
85423219,903220
85423219,903281
85423219,903289
85423219,903290
85423219,903300
85423219,930510
85423219,930520
85423219,930591
85423219,930599
85423219,930621
85423219,930629
85423219,930630
85423219,930690
85423219,950420
85423219,950430
85423219,950440
85423219,950450
85423219,950490
85423231,842211
85423231,842219
85423231,842220
85423231,842230
85423231,842240
85423231,842290
85423231,843110
85423231,843120
85423231,843131
85423231,843139
85423231,843141
85423231,843142
85423231,843143
85423231,843149
85423231,844311
85423231,844312
85423231,844313
85423231,844314
85423231,844315
85423231,844316
85423231,844317
85423231,844319
85423231,844331
85423231,844332
85423231,844339
85423231,844391
85423231,844399
85423231,845011
85423231,845012
85423231,845019
85423231,845020
85423231,845090
85423231,846610
85423231,846620
85423231,846630
85423231,846691
85423231,846692
85423231,846693
85423231,846694
85423231,847310
85423231,847321
85423231,847329
85423231,847330
85423231,847340
85423231,847350
85423231,847621
85423231,847629
85423231,847681
85423231,847689
85423231,847690
85423231,850410
85423231,850421
85423231,850422
85423231,850423
85423231,850431
85423231,850432
85423231,850433
85423231,850434
85423231,850440
85423231,850450
85423231,850490
85423231,851711
85423231,851712
85423231,851718
85423231,851761
85423231,851762
85423231,851769
85423231,851770
85423231,851810
85423231,851821
85423231,851822
85423231,851829
85423231,851830
85423231,851840
85423231,851850
85423231,851890
85423231,852210
85423231,852290
85423231,852910
85423231,852990
85423231,853010
85423231,853080
85423231,853090
85423231,853110
85423231,853120
85423231,853180
85423231,853190
85423231,853510
85423231,853521
85423231,853529
85423231,853530
85423231,853540
85423231,853590
85423231,853610
85423231,853620
85423231,853630
85423231,853641
85423231,853649
85423231,853650
85423231,853661
85423231,853669
85423231,853670
85423231,853690
85423231,853710
85423231,853720
85423231,853810
85423231,853890
85423231,854232
85423231,854310
85423231,854320
85423231,854330
85423231,854370
85423231,854390
85423231,854810
85423231,854890
85423231,902511
85423231,902519
85423231,902580
85423231,902590
85423231,902610
85423231,902620
85423231,902680
85423231,902690
85423231,903010
85423231,903020
85423231,903031
85423231,903032
85423231,903033
85423231,903039
85423231,903040
85423231,903082
85423231,903084
85423231,903089
85423231,903090
85423231,903110
85423231,903120
85423231,903141
85423231,903149
85423231,903180
85423231,903190
85423231,903210
85423231,903220
85423231,903281
85423231,903289
85423231,903290
85423231,903300
85423231,930510
85423231,930520
85423231,930591
85423231,930599
85423231,930621
85423231,930629
85423231,930630
85423231,930690
85423231,950420
85423231,950430
85423231,950440
85423231,950450
85423231,950490
85423239,842211
85423239,842219
85423239,842220
85423239,842230
85423239,842240
85423239,842290
85423239,843110
85423239,843120
85423239,843131
85423239,843139
85423239,843141
85423239,843142
85423239,843143
85423239,843149
85423239,844311
85423239,844312
85423239,844313
85423239,844314
85423239,844315
85423239,844316
85423239,844317
85423239,844319
85423239,844331
85423239,844332
85423239,844339
85423239,844391
85423239,844399
85423239,845011
85423239,845012
85423239,845019
85423239,845020
85423239,845090
85423239,846610
85423239,846620
85423239,846630
85423239,846691
85423239,846692
85423239,846693
85423239,846694
85423239,847310
85423239,847321
85423239,847329
85423239,847330
85423239,847340
85423239,847350
85423239,847621
85423239,847629
85423239,847681
85423239,847689
85423239,847690
85423239,850410
85423239,850421
85423239,850422
85423239,850423
85423239,850431
85423239,850432
85423239,850433
85423239,850434
85423239,850440
85423239,850450
85423239,850490
85423239,851711
85423239,851712
85423239,851718
85423239,851761
85423239,851762
85423239,851769
85423239,851770
85423239,851810
85423239,851821
85423239,851822
85423239,851829
85423239,851830
85423239,851840
85423239,851850
85423239,851890
85423239,852210
85423239,852290
85423239,852910
85423239,852990
85423239,853010
85423239,853080
85423239,853090
85423239,853110
85423239,853120
85423239,853180
85423239,853190
85423239,853510
85423239,853521
85423239,853529
85423239,853530
85423239,853540
85423239,853590
85423239,853610
85423239,853620
85423239,853630
85423239,853641
85423239,853649
85423239,853650
85423239,853661
85423239,853669
85423239,853670
85423239,853690
85423239,853710
85423239,853720
85423239,853810
85423239,853890
85423239,854232
85423239,854310
85423239,854320
85423239,854330
85423239,854370
85423239,854390
85423239,854810
